GENE	S_alburnoides%Sq_AA_rep1	S_alburnoides%Sq_AA_rep2	S_alburnoides_allo%Sq_PAA_rep1	S_alburnoides_allo%Sq_PAA_rep2	S_pyrenaicus%Sq_PP_rep1	S_pyrenaicus%Sq_PP_rep2
CVRK01026625.1	335	321	91	90	30	25
CVRK01026626.1	2	3	17	16	1	1
CVRK01026627.1	39	39	7	7	3	4
CVRK01026628.1	0	0	0	0	0	0
CVRK01026629.1	21	22	22	18	0	0
CVRK01026630.1	0	0	0	0	0	0
CVRK01026631.1	45	30	9	7	6	5
CVRK01026632.1	73	67	40	38	18	18
CVRK01026633.1	5	5	3	4	3	3
CVRK01026634.1	1	0	0	0	0	0
CVRK01026635.1	670	659	51	44	4	4
CVRK01026636.1	236	232	226	222	169	175
CVRK01026637.1	18	20	42	39	46	43
CVRK01026638.1	153	144	62	59	29	28
CVRK01026639.1	1733	1652	4622	4565	1461	1436
CVRK01026640.1	15	12	252	246	0	0
CVRK01026641.1	174	150	101	93	13	14
CVRK01026642.1	0	0	0	0	0	0
CVRK01026643.1	5	4	1	1	0	0
CVRK01026644.1	34	35	12	13	0	0
CVRK01026645.1	115	97	17	16	6	4
CVRK01026646.1	0	0	0	0	0	0
CVRK01026647.1	17	19	8	5	0	1
CVRK01026648.1	553	549	2	2	0	0
CVRK01026649.1	7	2	2	1	4	3
CVRK01026650.1	363	343	189	190	147	145
CVRK01026651.1	1	0	0	1	0	0
CVRK01026653.1	32	30	8	9	5	5
CVRK01026655.1	362	350	117	118	27	27
CVRK01026656.1	1595	1555	127	118	0	0
CVRK01026657.1	15	13	0	0	0	0
CVRK01026658.1	0	0	0	0	0	0
CVRK01026659.1	5	4	2	2	0	0
CVRK01026660.1	3	1	0	0	1	2
CVRK01026661.1	6	3	1	1	0	0
CVRK01026662.1	0	0	0	1	0	0
CVRK01026663.1	374	367	134	133	193	184
CVRK01026664.1	7	8	1	2	1	1
CVRK01026665.1	0	0	6	5	1	1
CVRK01026666.1	0	1	2	2	1	1
CVRK01026667.1	2	1	0	0	0	0
CVRK01026668.1	0	0	0	0	0	0
CVRK01026669.1	0	0	1	1	1	1
CVRK01026670.1	1	1	0	0	0	0
CVRK01026671.1	0	0	0	0	0	0
CVRK01026672.1	0	0	0	0	0	0
CVRK01026673.1	8	8	4	5	4	3
CVRK01026674.1	0	0	0	0	0	0
CVRK01026675.1	31	18	45	52	0	2
CVRK01026676.1	1	1	0	0	0	0
CVRK01026677.1	25	22	19	18	2	1
CVRK01026678.1	20	14	1	3	2	0
CVRK01026679.1	23	24	10	7	1	2
CVRK01026680.1	75	83	243	245	109	102
CVRK01026681.1	13	11	17	11	13	22
CVRK01026682.1	4	4	1	0	0	0
CVRK01026683.1	425	406	344	341	92	86
CVRK01026684.1	4	4	1	1	0	0
CVRK01026685.1	16	16	7	5	1	1
CVRK01026686.1	1	1	1	1	0	1
CVRK01026687.1	0	0	0	0	0	0
CVRK01026688.1	3	3	21	17	10	5
CVRK01026689.1	2	1	2	2	0	0
CVRK01026690.1	0	0	0	0	0	0
CVRK01026691.1	258	249	74	70	79	76
CVRK01026692.1	820	797	103	105	20	18
CVRK01026693.1	1	2	1	0	0	0
CVRK01026694.1	125	117	63	58	20	20
CVRK01026695.1	0	0	0	0	0	0
CVRK01026696.1	0	1	0	1	0	0
CVRK01026697.1	14	16	8	8	1	6
CVRK01026698.1	477	473	264	245	215	207
CVRK01026699.1	0	0	0	0	0	0
CVRK01026700.1	0	0	2	1	0	0
CVRK01026701.1	0	0	0	0	0	0
CVRK01026702.1	43	50	30	35	12	10
CVRK01026703.1	32	31	27	26	65	66
CVRK01026704.1	103	104	95	94	38	40
CVRK01026705.1	0	0	0	0	0	0
CVRK01026706.1	0	0	129	111	85	87
CVRK01026707.1	120	112	3	3	11	11
CVRK01026708.1	2	2	0	0	0	0
CVRK01026709.1	2	2	3	3	1	0
CVRK01026710.1	4	3	0	2	1	1
CVRK01026711.1	31	33	4	4	134	119
CVRK01026712.1	489	482	24	19	17	18
CVRK01026713.1	10	8	1	1	0	0
CVRK01026714.1	0	0	0	0	0	0
CVRK01026715.1	19	17	13	12	12	12
CVRK01026716.1	1	1	1	1	0	0
CVRK01026717.1	17	13	4	4	0	0
CVRK01026718.1	3	3	0	1	1	1
CVRK01026719.1	17	19	18	17	0	0
CVRK01026720.1	140	140	1	1	0	0
CVRK01026721.1	40	37	16	14	6	5
CVRK01026722.1	1	3	4	2	1	2
CVRK01026723.1	0	0	0	0	0	0
CVRK01026724.1	160	151	284	282	470	474
CVRK01026725.1	45	38	26	27	65	59
CVRK01026726.1	58	66	385	400	230	212
CVRK01026727.1	0	2	21	20	6	2
CVRK01026728.1	2	5	0	1	1	0
CVRK01026729.1	0	1	0	0	0	0
CVRK01026730.1	0	0	0	0	0	0
CVRK01026731.1	116	107	99	91	92	92
CVRK01026732.1	48	53	118	112	64	72
CVRK01026733.1	0	0	3	4	5	5
CVRK01026734.1	6	4	2	6	2	3
CVRK01026735.1	0	0	0	0	0	0
CVRK01026736.1	1	1	0	0	0	0
CVRK01026737.1	335	311	723	711	248	260
CVRK01026738.1	12	12	1	1	1	1
CVRK01026739.1	0	0	0	0	0	0
CVRK01026740.1	17	19	229	226	0	1
CVRK01026741.1	8	4	91	78	1	0
CVRK01026742.1	12	10	161	147	0	1
CVRK01026743.1	0	0	0	1	0	0
CVRK01026744.1	3	3	0	0	2	2
CVRK01026745.1	0	0	1	1	3	2
CVRK01026746.1	0	0	0	0	0	0
CVRK01026747.1	337	347	48	48	6	6
CVRK01026748.1	61	64	16	13	16	16
CVRK01026749.1	204	202	53	50	161	155
CVRK01026750.1	463	449	945	919	596	569
CVRK01026751.1	1	1	1	2	0	0
CVRK01026752.1	0	0	1	0	0	0
CVRK01026753.1	37	32	18	20	14	16
CVRK01026754.1	42	36	13	18	4	5
CVRK01026755.1	0	1	1	1	0	0
CVRK01026756.1	212	203	26	26	26	23
CVRK01026757.1	0	0	0	0	0	0
CVRK01026758.1	0	1	2	4	0	0
CVRK01026759.1	0	0	0	0	0	0
CVRK01026760.1	3	3	0	0	0	0
CVRK01026761.1	1	1	0	0	0	0
CVRK01026762.1	275	274	89	91	20	19
CVRK01026763.1	1	1	2	2	0	0
CVRK01026764.1	32	34	5	4	0	0
CVRK01026765.1	370	350	180	176	191	178
CVRK01026766.1	2	2	1	1	0	0
CVRK01026767.1	606	571	674	682	155	131
CVRK01026768.1	0	0	0	0	0	0
CVRK01026769.1	3	3	6	7	13	13
CVRK01026770.1	0	0	0	0	0	0
CVRK01026771.1	0	5	0	1	0	0
CVRK01026772.1	2	3	1	1	0	0
CVRK01026773.1	2	1	0	0	2	2
CVRK01026774.1	842	833	237	229	127	118
CVRK01026775.1	56	57	46	38	12	11
CVRK01026776.1	11	14	0	0	0	0
CVRK01026777.1	55	56	6	4	1	1
CVRK01026778.1	42	39	83	85	89	84
CVRK01026779.1	9	3	2	6	4	4
CVRK01026780.1	7	7	0	1	0	1
CVRK01026781.1	12	11	125	118	5	6
CVRK01026782.1	132	120	482	501	2625	2619
CVRK01026783.1	33	29	7	8	3	4
CVRK01026784.1	11	9	16	13	3	2
CVRK01026785.1	0	0	0	0	0	0
CVRK01026786.1	252	252	185	178	113	110
CVRK01026787.1	0	0	0	0	0	0
CVRK01026788.1	253	260	59	57	39	37
CVRK01026789.1	87	88	13	12	3	2
CVRK01026790.1	33	28	18	18	7	8
CVRK01026791.1	289	279	105	101	189	182
CVRK01026792.1	0	1	0	0	0	0
CVRK01026793.1	377	362	153	145	71	68
CVRK01026794.1	1	0	1	1	0	0
CVRK01026795.1	0	0	0	0	0	0
CVRK01026796.1	47	48	5	5	8	8
CVRK01026797.1	5	6	2	2	7	5
CVRK01026798.1	8	8	19	18	4	0
CVRK01026799.1	60	64	27	34	31	25
CVRK01026800.1	7	10	9	6	2	4
CVRK01026801.1	54	52	45	51	41	45
CVRK01026802.1	1	5	4	4	0	1
CVRK01026803.1	91	96	41	38	92	88
CVRK01026804.1	36	38	29	28	23	24
CVRK01026805.1	87	85	46	50	47	48
CVRK01026806.1	684	673	155	153	19	19
CVRK01026807.1	11	8	1	1	0	0
CVRK01026808.1	2	2	1	2	0	0
CVRK01026809.1	27	33	16	28	25	15
CVRK01026810.1	389	397	177	172	40	44
CVRK01026811.1	0	0	0	1	0	0
CVRK01026812.1	7	5	0	0	0	0
CVRK01026813.1	31	26	3	3	1	1
CVRK01026814.1	0	0	2	1	1	1
CVRK01026815.1	3	1	54	54	2	5
CVRK01026816.1	268	264	991	991	274	257
CVRK01026817.1	0	0	0	0	0	0
CVRK01026818.1	9	16	14	12	30	21
CVRK01026819.1	0	1	22	19	0	0
CVRK01026820.1	0	1	1	0	0	0
CVRK01026821.1	2	1	0	0	0	0
CVRK01026822.1	0	1	0	0	0	0
CVRK01026823.1	180	164	84	82	37	38
CVRK01026824.1	108	101	1	1	0	0
CVRK01026825.1	195	199	169	173	78	73
CVRK01026826.1	378	370	75	78	60	57
CVRK01026827.1	0	0	0	0	0	0
CVRK01026828.1	49	50	14	14	2	3
CVRK01026829.1	308	298	113	104	42	39
CVRK01026830.1	3	3	0	0	0	0
CVRK01026831.1	11	8	0	7	4	6
CVRK01026832.1	0	0	0	0	0	0
CVRK01026833.1	52	51	42	44	24	27
CVRK01026834.1	68	69	17	15	4	4
CVRK01026835.1	14	11	2	2	0	0
CVRK01026836.1	1	0	0	0	0	0
CVRK01026837.1	1	1	0	0	0	0
CVRK01026838.1	304	298	596	570	321	317
CVRK01026839.1	172	164	85	99	32	34
CVRK01026840.1	25	23	2	1	1	0
CVRK01026841.1	18	21	1	2	1	2
CVRK01026842.1	30	19	18	16	13	12
CVRK01026843.1	1	0	0	0	0	0
CVRK01026844.1	0	0	0	0	0	0
CVRK01026845.1	2005	1958	14137	13894	18906	18727
CVRK01026846.1	16	11	8	18	6	4
CVRK01026848.1	0	0	0	0	0	0
CVRK01026849.1	38	40	100	93	3	7
CVRK01026850.1	59	58	12	10	8	10
CVRK01026851.1	64	66	0	0	0	0
CVRK01026852.1	0	0	0	0	0	0
CVRK01026853.1	171	163	102	94	44	41
CVRK01026854.1	105	112	18	14	20	19
CVRK01026855.1	116	113	113	106	26	26
CVRK01026856.1	6	7	0	0	0	0
CVRK01026857.1	44	57	13	13	2	2
CVRK01026858.1	7	9	4	4	0	0
CVRK01026859.1	10	8	12	11	3	1
CVRK01026860.1	56	47	11	9	8	13
CVRK01026861.1	15	19	3	3	0	0
CVRK01026862.1	0	0	0	0	0	0
CVRK01026863.1	58	68	8	9	3	3
CVRK01026864.1	95	94	15	18	4	6
CVRK01026865.1	45	34	41	33	22	20
CVRK01026866.1	1	1	28	22	23	19
CVRK01026867.1	6	7	0	0	0	0
CVRK01026868.1	65	65	109	110	22	23
CVRK01026869.1	104	100	37	36	35	33
CVRK01026870.1	87	84	11	10	1	1
CVRK01026871.1	126	128	58	62	27	29
CVRK01026872.1	150	149	187	168	53	52
CVRK01026873.1	20	20	11	12	10	8
CVRK01026874.1	13	13	2	3	0	0
CVRK01026875.1	1	2	0	0	0	0
CVRK01026876.1	0	0	0	0	0	0
CVRK01026877.1	2	5	0	0	0	0
CVRK01026878.1	278	263	371	361	192	181
CVRK01026879.1	59	51	19	21	10	10
CVRK01026880.1	1	0	1	0	0	0
CVRK01026881.1	0	0	0	0	0	0
CVRK01026882.1	24	21	14	13	0	0
CVRK01026883.1	0	0	0	0	0	0
CVRK01026884.1	3	3	2	3	0	0
CVRK01026885.1	24	26	17	16	4	4
CVRK01026886.1	1131	1104	0	0	0	0
CVRK01026887.1	2	1	0	0	2	1
CVRK01026888.1	1	1	0	0	0	0
CVRK01026889.1	43	47	19	22	30	37
CVRK01026890.1	53	56	3	4	0	0
CVRK01026891.1	123	113	114	100	21	21
CVRK01026892.1	48	37	76	65	86	79
CVRK01026893.1	337	340	158	146	129	128
CVRK01026894.1	10	13	5	4	1	1
CVRK01026895.1	0	0	1	1	0	1
CVRK01026896.1	77	76	164	164	89	86
CVRK01026897.1	19	23	8	8	0	1
CVRK01026898.1	89	83	6	8	3	3
CVRK01026899.1	0	0	0	1	0	0
CVRK01026900.1	79	71	58	69	27	27
CVRK01026901.1	0	1	0	0	0	0
CVRK01026902.1	2	0	2	2	1	0
CVRK01026903.1	0	0	0	0	0	0
CVRK01026904.1	263	250	138	139	74	72
CVRK01026905.1	7387	7186	117	123	5	6
CVRK01026906.1	1	1	5	2	1	0
CVRK01026907.1	0	0	5	9	3	2
CVRK01026908.1	0	0	21	14	2	3
CVRK01026909.1	297	271	2	3	0	0
CVRK01026910.1	1128	1090	586	578	218	201
CVRK01026911.1	10	9	5	7	0	1
CVRK01026912.1	9	6	5	5	10	5
CVRK01026913.1	3	1	1	1	0	0
CVRK01026914.1	396	392	1289	1314	522	527
CVRK01026915.1	1	0	6	4	3	3
CVRK01026916.1	0	0	0	0	0	0
CVRK01026917.1	312	315	0	0	0	0
CVRK01026918.1	13	22	15	16	1	3
CVRK01026919.1	0	0	0	0	0	0
CVRK01026920.1	13	11	1	1	1	0
CVRK01026921.1	0	0	1	1	0	0
CVRK01026922.1	37	40	1	1	0	0
CVRK01026923.1	14	8	35	30	13	17
CVRK01026924.1	0	0	0	0	0	0
CVRK01026925.1	150	148	20	18	4	5
CVRK01026926.1	989	981	363	348	101	98
CVRK01026927.1	223	214	14	9	7	8
CVRK01026928.1	162	156	11	15	3	2
CVRK01026929.1	125	126	87	85	38	37
CVRK01026930.1	2	2	0	0	0	0
CVRK01026931.1	1177	1133	547	533	745	716
CVRK01026932.1	131	127	58	58	7	6
CVRK01026933.1	22	16	11	10	8	17
CVRK01026934.1	1	0	1	2	8	7
CVRK01026935.1	120	123	51	53	31	27
CVRK01026936.1	0	1	2	1	1	1
CVRK01026937.1	28	26	10	11	3	3
CVRK01026938.1	0	0	0	0	0	0
CVRK01026939.1	3	3	3	2	2	2
CVRK01026940.1	4	4	0	0	0	0
CVRK01026941.1	2	1	0	0	0	0
CVRK01026942.1	4	6	1	0	73	76
CVRK01026943.1	16	19	13	11	12	13
CVRK01026944.1	199	186	213	204	63	58
CVRK01026945.1	16	15	10	20	725	644
CVRK01026946.1	12	12	6	3	7	3
CVRK01026947.1	111	105	347	347	605	588
CVRK01026948.1	0	0	0	0	3	2
CVRK01026949.1	137	131	8	9	1	2
CVRK01026950.1	0	1	2	1	1	0
CVRK01026951.1	52	48	24	26	62	60
CVRK01026952.1	83	80	33	33	32	29
CVRK01026953.1	10297	10125	0	0	0	0
CVRK01026954.1	111	118	119	111	152	156
CVRK01026955.1	0	0	0	0	0	0
CVRK01026957.1	0	0	0	0	0	0
CVRK01026958.1	173	165	92	99	28	29
CVRK01026959.1	355	338	351	339	129	126
CVRK01026960.1	23	16	130	122	38	39
CVRK01026961.1	14	16	13	13	134	121
CVRK01026962.1	1	1	0	0	0	0
CVRK01026963.1	1	4	1	1	1	1
CVRK01026964.1	37	36	10	9	3	3
CVRK01026966.1	0	0	1	1	29	28
CVRK01026967.1	17	16	14	8	17	15
CVRK01026968.1	0	0	0	0	0	0
CVRK01026969.1	529	523	1328	1295	554	552
CVRK01026970.1	27	20	2	2	0	0
CVRK01026971.1	904	858	29	30	6	6
CVRK01026972.1	17	16	3	6	3	0
CVRK01026973.1	28	32	17	20	1	1
CVRK01026974.1	0	0	0	0	0	0
CVRK01026975.1	10	8	1	2	1	1
CVRK01026976.1	51	50	26	25	182	174
CVRK01026977.1	0	0	3	2	5	4
CVRK01026978.1	281	275	18	15	8	8
CVRK01026979.1	101	103	8	8	2	2
CVRK01026980.1	4	3	0	0	0	0
CVRK01026981.1	4	4	0	0	3	3
CVRK01026982.1	893	864	843	840	363	359
CVRK01026983.1	0	0	0	0	0	0
CVRK01026984.1	2	1	0	0	0	0
CVRK01026985.1	202	198	896	851	170	175
CVRK01026986.1	0	0	1	1	0	0
CVRK01026987.1	6	4	0	0	0	0
CVRK01026988.1	291	269	180	173	67	65
CVRK01026989.1	8	12	28	28	2	0
CVRK01026990.1	1	1	0	0	0	0
CVRK01026991.1	1	0	0	0	23	21
CVRK01026992.1	61	57	3	3	1	1
CVRK01026993.1	8	7	4	5	0	0
CVRK01026994.1	33	37	59	57	35	28
CVRK01026995.1	37	31	16	16	11	10
CVRK01026996.1	395	389	348	334	133	129
CVRK01026997.1	1	1	1	1	1	1
CVRK01026998.1	89	85	26	26	7	8
CVRK01026999.1	1	4	2	2	1	2
CVRK01027000.1	108	87	126	108	88	81
CVRK01027001.1	211	197	89	92	172	165
CVRK01027002.1	0	0	0	0	1	1
CVRK01027003.1	0	0	0	0	0	0
CVRK01027004.1	0	0	0	0	0	0
CVRK01027005.1	9	7	12	11	1	3
CVRK01027006.1	2	2	0	0	1	1
CVRK01027007.1	89	90	44	47	17	22
CVRK01027008.1	470	470	176	177	47	47
CVRK01027009.1	33	18	31	32	8	4
CVRK01027010.1	1	1	1	1	0	0
CVRK01027011.1	188	178	1082	1031	15	9
CVRK01027012.1	5	3	2	3	2	1
CVRK01027013.1	1	0	0	0	0	0
CVRK01027014.1	9	10	1	3	0	0
CVRK01027015.1	0	0	1	0	2	3
CVRK01027016.1	0	0	2	1	0	0
CVRK01027017.1	5659	5526	24353	23837	15845	15607
CVRK01027018.1	2	3	0	0	0	0
CVRK01027019.1	2740	2723	5537	5451	3403	3341
CVRK01027020.1	232	251	0	0	0	0
CVRK01027021.1	0	0	6	7	0	0
CVRK01027022.1	0	0	0	0	0	0
CVRK01027023.1	1	1	1	1	0	0
CVRK01027024.1	0	0	0	1	0	0
CVRK01027025.1	2	4	0	0	0	1
CVRK01027026.1	25	25	41	43	18	18
CVRK01027027.1	0	0	0	0	0	0
CVRK01027028.1	473	465	401	407	225	220
CVRK01027029.1	1	1	1	1	1	0
CVRK01027030.1	3	3	1	2	0	0
CVRK01027031.1	190	191	62	63	27	25
CVRK01027032.1	0	0	1	1	0	0
CVRK01027033.1	1	1	0	0	0	0
CVRK01027034.1	300	299	386	350	18	22
CVRK01027035.1	2	2	0	0	2	2
CVRK01027036.1	260	250	290	306	21	17
CVRK01027037.1	27	29	9	11	1	2
CVRK01027038.1	46	60	10	11	0	0
CVRK01027039.1	0	0	0	0	0	0
CVRK01027040.1	345	341	147	135	80	77
CVRK01027041.1	41	47	14	10	1	2
CVRK01027042.1	346	332	88	85	24	19
CVRK01027043.1	9	11	11	12	6	6
CVRK01027044.1	28	24	16	15	18	16
CVRK01027045.1	0	0	0	0	0	0
CVRK01027046.1	0	0	0	0	0	0
CVRK01027047.1	0	1	1	1	0	0
CVRK01027048.1	54	51	14	13	7	8
CVRK01027049.1	189	185	52	48	24	23
CVRK01027050.1	2	4	1	4	12	11
CVRK01027051.1	223	206	384	393	215	209
CVRK01027052.1	246	249	26	24	14	14
CVRK01027053.1	0	0	1	0	1	1
CVRK01027054.1	1	1	0	0	0	0
CVRK01027055.1	1	3	0	0	0	0
CVRK01027056.1	2	2	1	1	0	0
CVRK01027057.1	160	133	45	42	36	32
CVRK01027059.1	145	146	38	36	14	15
CVRK01027060.1	10	9	0	0	2	2
CVRK01027061.1	2	2	0	0	0	0
CVRK01027062.1	1	2	0	0	0	0
CVRK01027063.1	3	2	1	1	0	1
CVRK01027064.1	105	106	43	44	31	33
CVRK01027065.1	69	71	46	43	36	32
CVRK01027066.1	3	6	4	4	2	3
CVRK01027067.1	6	6	1	0	2	1
CVRK01027068.1	26	23	0	0	0	0
CVRK01027069.1	445	437	286	281	149	128
CVRK01027070.1	0	0	0	0	0	0
CVRK01027071.1	134	132	59	60	105	95
CVRK01027072.1	1	1	0	0	0	0
CVRK01027073.1	330	248	293	299	187	168
CVRK01027074.1	970	948	711	685	305	294
CVRK01027075.1	87	85	8	7	0	0
CVRK01027076.1	261	258	29	22	1	1
CVRK01027078.1	2	1	0	0	0	0
CVRK01027079.1	86	85	52	52	6	7
CVRK01027080.1	0	0	0	0	0	0
CVRK01027081.1	3	1	0	1	0	0
CVRK01027082.1	17	22	13	11	3	5
CVRK01027083.1	4	3	22	28	2	2
CVRK01027084.1	40	36	13	7	5	5
CVRK01027085.1	0	0	0	0	0	0
CVRK01027086.1	1	0	1	1	0	0
CVRK01027087.1	0	0	0	0	0	0
CVRK01027088.1	7	10	4	4	1	1
CVRK01027089.1	8	3	10	12	31	29
CVRK01027090.1	22	26	12	11	5	4
CVRK01027091.1	140	132	65	103	45	36
CVRK01027093.1	18	11	9	5	0	0
CVRK01027094.1	152	145	168	167	212	200
CVRK01027095.1	5	7	8	8	7	12
CVRK01027096.1	4	4	1	1	0	0
CVRK01027097.1	4	7	76	72	64	63
CVRK01027098.1	44	42	19	18	0	0
CVRK01027099.1	6	4	16	23	1	1
CVRK01027100.1	8876	8536	2321	2243	1492	1468
CVRK01027101.1	4	3	0	0	0	1
CVRK01027102.1	67	65	39	39	9	9
CVRK01027103.1	1	1	0	0	0	0
CVRK01027104.1	2	2	3	2	2	1
CVRK01027105.1	3	2	26	27	6	6
CVRK01027106.1	0	0	0	0	0	0
CVRK01027107.1	0	0	0	0	0	0
CVRK01027108.1	0	0	0	0	0	0
CVRK01027109.1	39	37	0	0	0	0
CVRK01027110.1	0	2	1	1	0	1
CVRK01027111.1	2	2	6	3	1	1
CVRK01027112.1	141	136	79	71	42	40
CVRK01027113.1	5	7	5	6	6	8
CVRK01027114.1	67	77	7	8	9	12
CVRK01027115.1	587	567	183	187	143	136
CVRK01027116.1	86	81	38	38	16	16
CVRK01027117.1	0	0	0	0	0	0
CVRK01027118.1	19	12	7	8	0	0
CVRK01027119.1	0	0	0	0	0	0
CVRK01027120.1	205	199	39	40	129	126
CVRK01027121.1	0	1	0	0	0	0
CVRK01027122.1	169	167	126	116	94	94
CVRK01027123.1	213	186	22	16	5	4
CVRK01027124.1	0	0	0	0	0	0
CVRK01027125.1	0	0	1271	1253	0	0
CVRK01027126.1	0	0	641	616	0	0
CVRK01027127.1	0	0	990	986	0	0
CVRK01027128.1	33	29	0	0	0	0
CVRK01027129.1	375	364	101	103	30	26
CVRK01027130.1	142	140	111	112	51	52
CVRK01027131.1	14	15	7	7	1	1
CVRK01027132.1	338	318	0	0	0	0
CVRK01027133.1	1	1	1	0	1	1
CVRK01027134.1	0	0	0	0	0	0
CVRK01027135.1	0	0	0	0	0	0
CVRK01027136.1	340	328	330	320	214	209
CVRK01027137.1	3	5	2	1	2	1
CVRK01027138.1	0	1	0	0	0	0
CVRK01027139.1	155	159	55	58	6	8
CVRK01027140.1	57	57	61	59	42	36
CVRK01027141.1	565	549	110	105	16	16
CVRK01027142.1	10	10	1	1	0	0
CVRK01027143.1	18	15	5	5	0	0
CVRK01027144.1	423	406	559	547	379	364
CVRK01027145.1	478	467	145	139	94	91
CVRK01027147.1	188	184	35	32	16	16
CVRK01027148.1	97	87	39	48	18	20
CVRK01027149.1	719	721	1067	1027	291	291
CVRK01027150.1	0	0	0	2	0	0
CVRK01027151.1	27	32	20	20	5	2
CVRK01027152.1	190	179	855	837	893	869
CVRK01027153.1	14	9	10	11	8	4
CVRK01027154.1	66	65	13	12	2	2
CVRK01027155.1	148	154	34	29	2	5
CVRK01027156.1	50	56	37	36	14	16
CVRK01027157.1	711	701	83	80	13	13
CVRK01027158.1	8	5	4	4	2	2
CVRK01027159.1	0	0	1	1	0	0
CVRK01027160.1	8	13	17	12	2	2
CVRK01027161.1	0	0	0	0	0	0
CVRK01027162.1	20	19	1	1	8	7
CVRK01027163.1	10	11	0	0	1	0
CVRK01027164.1	222	218	198	192	193	183
CVRK01027165.1	0	0	0	0	0	0
CVRK01027166.1	25	29	25	22	4	4
CVRK01027167.1	13	13	183	174	0	0
CVRK01027168.1	1	1	0	1	0	0
CVRK01027169.1	0	0	0	0	0	0
CVRK01027170.1	76	76	54	54	8	10
CVRK01027171.1	15	15	2	1	0	0
CVRK01027172.1	0	0	0	0	0	0
CVRK01027173.1	164	170	32	34	13	15
CVRK01027174.1	0	0	0	0	0	0
CVRK01027175.1	2	2	0	0	3	3
CVRK01027176.1	19	21	20	21	13	13
CVRK01027177.1	0	0	1	1	0	0
CVRK01027178.1	6	7	3	3	2	1
CVRK01027179.1	4	2	5	3	0	0
CVRK01027180.1	8	11	5	3	0	0
CVRK01027181.1	0	0	0	0	0	0
CVRK01027182.1	1	0	0	0	0	0
CVRK01027183.1	118	119	157	158	210	207
CVRK01027184.1	4	4	1	1	0	0
CVRK01027185.1	0	0	0	0	0	0
CVRK01027186.1	195	178	345	344	318	293
CVRK01027187.1	109	104	115	110	34	34
CVRK01027188.1	0	2	3	2	4	2
CVRK01027189.1	0	0	0	0	0	0
CVRK01027190.1	0	0	0	0	0	0
CVRK01027191.1	5	4	13	9	184	168
CVRK01027192.1	1	1	1	0	0	0
CVRK01027193.1	0	0	1	0	0	0
CVRK01027194.1	240	238	56	58	13	12
CVRK01027195.1	1	1	0	0	0	0
CVRK01027196.1	1	1	1	1	2	2
CVRK01027197.1	0	0	0	0	0	0
CVRK01027198.1	78	74	77	74	40	39
CVRK01027199.1	39	37	0	0	0	0
CVRK01027200.1	169	169	156	144	72	80
CVRK01027201.1	193	185	39	37	12	11
CVRK01027202.1	53	56	9	9	2	2
CVRK01027203.1	46	42	40	43	24	26
CVRK01027204.1	13	14	2	2	9	9
CVRK01027205.1	14	17	16	14	3	6
CVRK01027206.1	94	86	88	85	95	108
CVRK01027207.1	4	7	2	0	0	0
CVRK01027208.1	0	0	0	0	0	0
CVRK01027209.1	1	1	1	2	1	1
CVRK01027210.1	109	101	22	26	27	23
CVRK01027211.1	11	14	116	121	102	111
CVRK01027212.1	1	1	2	2	0	0
CVRK01027213.1	21	21	12	14	7	4
CVRK01027214.1	15	12	9	8	11	12
CVRK01027215.1	10	12	4	2	0	0
CVRK01027216.1	40	37	22	27	0	0
CVRK01027217.1	191	184	155	142	144	143
CVRK01027218.1	0	1	1	1	0	0
CVRK01027219.1	8	10	6	6	3	4
CVRK01027220.1	11	11	5	4	0	1
CVRK01027221.1	1	0	3	0	0	0
CVRK01027222.1	1	0	23	22	0	0
CVRK01027223.1	163	151	83	85	16	16
CVRK01027224.1	2	2	0	0	0	0
CVRK01027225.1	2	4	16	14	13	13
CVRK01027226.1	0	0	0	0	0	0
CVRK01027227.1	5	7	5	5	0	0
CVRK01027228.1	11	8	4	5	3	3
CVRK01027229.1	1	4	0	0	1	2
CVRK01027230.1	1	2	4	3	0	0
CVRK01027231.1	11	14	55	54	55	51
CVRK01027232.1	8	5	15	15	1	2
CVRK01027233.1	0	0	0	0	0	0
CVRK01027234.1	2	1	0	0	0	0
CVRK01027235.1	836	836	1034	1015	413	402
CVRK01027236.1	74	60	43	43	25	26
CVRK01027237.1	846	816	2116	2061	866	849
CVRK01027238.1	0	0	0	0	0	0
CVRK01027239.1	46	44	72	81	17	18
CVRK01027240.1	1	2	0	0	0	0
CVRK01027241.1	0	0	0	0	0	0
CVRK01027242.1	23	22	24	22	15	16
CVRK01027244.1	7226	7020	916	889	518	513
CVRK01027245.1	833	812	2131	2066	2045	1998
CVRK01027246.1	1	1	9	6	0	0
CVRK01027247.1	34	43	12	15	3	3
CVRK01027248.1	136	140	9	10	6	1
CVRK01027249.1	2	0	0	1	0	0
CVRK01027250.1	0	1	2	0	0	0
CVRK01027251.1	28	31	4	5	0	0
CVRK01027252.1	637	607	1244	1221	362	352
CVRK01027253.1	92	95	93	83	230	228
CVRK01027254.1	26	20	7	8	3	2
CVRK01027255.1	88	89	92	91	36	38
CVRK01027256.1	449	437	88	82	30	27
CVRK01027257.1	3	4	0	1	0	2
CVRK01027258.1	19	21	7	5	0	1
CVRK01027259.1	411	400	143	137	187	182
CVRK01027260.1	14	11	3	5	1	1
CVRK01027261.1	23	20	16	15	14	11
