GENE	G_arboreum%G_a_1	G_arboreum%G_a_2	G_hirsutum_TX2094%allo_1	G_hirsutum_TX2094%allo_2	G_raimondii%G_r_1	G_raimondii%G_r_2
lcl|NC_030673.1_cds_XP_017603355.1_31047	48	29	29	24	58	24
lcl|NC_030673.1_cds_XP_017603224.1_31048	27	13	5	7	20	3
lcl|NC_030673.1_cds_XP_017605470.1_31049	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605469.1_31050	0	0	1	0	0	0
lcl|NC_030673.1_cds_XP_017605991.1_31051	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605909.1_31052	13	15	0	2	0	0
lcl|NC_030673.1_cds_XP_017650019.1_31053	53	36	13	18	47	38
lcl|NC_030673.1_cds_XP_017605907.1_31054	1	1	1	1	1	0
lcl|NC_030673.1_cds_XP_017605529.1_31055	1	0	0	1	0	0
lcl|NC_030673.1_cds_XP_017606719.1_31056	183	98	212	155	238	199
lcl|NC_030673.1_cds_XP_017605706.1_31058	5	5	6	7	0	3
lcl|NC_030673.1_cds_XP_017605971.1_31059	4	1	4	5	3	1
lcl|NC_030673.1_cds_XP_017605563.1_31060	4	0	2	0	0	1
lcl|NC_030673.1_cds_XP_017606091.1_31061	38	14	3	2	3	0
lcl|NC_030673.1_cds_XP_017606092.1_31062	12	10	1	3	0	2
lcl|NC_030673.1_cds_XP_017605929.1_31063	16	5	10	9	14	10
lcl|NC_030673.1_cds_XP_017605403.1_31064	29	10	69	48	27	13
lcl|NC_030673.1_cds_XP_017606070.1_31066	84	68	103	117	120	81
lcl|NC_030673.1_cds_XP_017606071.1_31067	892	570	475	448	100	71
lcl|NC_030673.1_cds_XP_017606074.1_31068	238	183	209	180	203	146
lcl|NC_030673.1_cds_XP_017606072.1_31070	146	76	121	96	104	63
lcl|NC_030673.1_cds_XP_017604952.1_31072	13	5	14	6	5	4
lcl|NC_030673.1_cds_XP_017603674.1_31073	32	28	19	18	21	14
lcl|NC_030673.1_cds_XP_017605135.1_31075	0	0	1	1	0	3
lcl|NC_030673.1_cds_XP_017605130.1_31076	1	1	1	1	0	0
lcl|NC_030673.1_cds_XP_017605133.1_31079	0	0	1	1	8	0
lcl|NC_030673.1_cds_XP_017605138.1_31080	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605134.1_31081	3	0	2	0	3	0
lcl|NC_030673.1_cds_XP_017605137.1_31082	0	0	0	3	1	1
lcl|NC_030673.1_cds_XP_017602847.1_31084	615	308	389	447	358	229
lcl|NC_030673.1_cds_XP_017605893.1_31085	6	4	23	22	13	11
lcl|NC_030673.1_cds_XP_017605554.1_31086	25	1	10	8	1	3
lcl|NC_030673.1_cds_XP_017606274.1_31087	146	116	110	97	100	49
lcl|NC_030673.1_cds_XP_017606272.1_31088	180	67	216	256	820	614
lcl|NC_030673.1_cds_XP_017603730.1_31090	60	4	16	17	198	130
lcl|NC_030673.1_cds_XP_017650020.1_31091	41	35	94	76	112	81
lcl|NC_030673.1_cds_XP_017604222.1_31093	90	49	127	105	93	44
lcl|NC_030673.1_cds_XP_017606390.1_31094	193	150	180	180	205	167
lcl|NC_030673.1_cds_XP_017606976.1_31096	48	26	63	36	81	55
lcl|NC_030673.1_cds_XP_017606975.1_31097	48	30	51	56	92	62
lcl|NC_030673.1_cds_XP_017606981.1_31099	0	0	11	7	0	0
lcl|NC_030673.1_cds_XP_017606980.1_31100	456	200	401	466	314	235
lcl|NC_030673.1_cds_XP_017603309.1_31102	112	64	159	171	63	50
lcl|NC_030673.1_cds_XP_017607464.1_31103	25	14	27	29	27	24
lcl|NC_030673.1_cds_XP_017607318.1_31104	140	107	52	50	136	104
lcl|NC_030673.1_cds_XP_017603918.1_31113	2105	1319	1734	1665	4343	2592
lcl|NC_030673.1_cds_XP_017607051.1_31114	139	111	33	37	97	73
lcl|NC_030673.1_cds_XP_017607052.1_31115	440	251	173	237	257	172
lcl|NC_030673.1_cds_XP_017603447.1_31116	154	94	106	126	119	86
lcl|NC_030673.1_cds_XP_017604007.1_31121	130	87	29	23	13	6
lcl|NC_030673.1_cds_XP_017603314.1_31122	92	87	118	132	145	112
lcl|NC_030673.1_cds_XP_017603564.1_31123	400	267	418	310	394	224
lcl|NC_030673.1_cds_XP_017606565.1_31124	389	193	399	353	279	238
lcl|NC_030673.1_cds_XP_017603573.1_31125	87	49	68	44	89	55
lcl|NC_030673.1_cds_XP_017606280.1_31126	196	107	187	204	154	112
lcl|NC_030673.1_cds_XP_017606289.1_31134	156	89	150	168	111	91
lcl|NC_030673.1_cds_XP_017606279.1_31136	539	393	295	364	365	249
lcl|NC_030673.1_cds_XP_017607489.1_31137	52	43	64	76	55	38
lcl|NC_030673.1_cds_XP_017604223.1_31138	1	1	3	7	13	29
lcl|NC_030673.1_cds_XP_017607488.1_31139	3	1	2	0	4	3
lcl|NC_030673.1_cds_XP_017607643.1_31140	669	363	815	939	1216	854
lcl|NC_030673.1_cds_XP_017603886.1_31141	0	0	0	0	3	3
lcl|NC_030673.1_cds_XP_017603311.1_31142	653	381	440	529	226	162
lcl|NC_030673.1_cds_XP_017605915.1_31144	0	0	0	0	0	1
lcl|NC_030673.1_cds_XP_017604225.1_31145	13	11	6	5	7	10
lcl|NC_030673.1_cds_XP_017605421.1_31146	56	36	11	16	56	22
lcl|NC_030673.1_cds_XP_017605603.1_31147	7	6	9	4	1	8
lcl|NC_030673.1_cds_XP_017606756.1_31148	6	2	13	10	33	18
lcl|NC_030673.1_cds_XP_017606759.1_31151	227	127	276	363	204	130
lcl|NC_030673.1_cds_XP_017607587.1_31152	44	33	45	41	64	35
lcl|NC_030673.1_cds_XP_017602889.1_31154	1482	980	856	907	1623	1059
lcl|NC_030673.1_cds_XP_017602770.1_31155	0	0	3	0	0	0
lcl|NC_030673.1_cds_XP_017602771.1_31156	73	78	84	48	100	58
lcl|NC_030673.1_cds_XP_017607374.1_31157	81	44	26	36	76	55
lcl|NC_030673.1_cds_XP_017607373.1_31158	102	66	51	67	86	65
lcl|NC_030673.1_cds_XP_017607017.1_31159	92	67	78	77	64	39
lcl|NC_030673.1_cds_XP_017603004.1_31162	99	60	106	137	143	82
lcl|NC_030673.1_cds_XP_017604226.1_31163	2	0	1	2	0	1
lcl|NC_030673.1_cds_XP_017602962.1_31164	220	154	169	237	249	125
lcl|NC_030673.1_cds_XP_017603461.1_31166	379	326	239	161	163	76
lcl|NC_030673.1_cds_XP_017607692.1_31167	194	105	86	98	89	74
lcl|NC_030673.1_cds_XP_017604227.1_31170	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017602812.1_31171	299	163	415	407	603	334
lcl|NC_030673.1_cds_XP_017605675.1_31172	8	6	1	4	3	1
lcl|NC_030673.1_cds_XP_017606230.1_31176	42	20	27	28	28	18
lcl|NC_030673.1_cds_XP_017606232.1_31177	54	28	41	40	39	22
lcl|NC_030673.1_cds_XP_017606229.1_31178	69	32	108	128	153	67
lcl|NC_030673.1_cds_XP_017606233.1_31179	24	20	98	101	19	11
lcl|NC_030673.1_cds_XP_017606228.1_31180	85	63	58	63	37	23
lcl|NC_030673.1_cds_XP_017607382.1_31181	55	33	37	53	32	20
lcl|NC_030673.1_cds_XP_017607381.1_31182	195	157	41	46	205	81
lcl|NC_030673.1_cds_XP_017605040.1_31183	114	65	64	79	135	69
lcl|NC_030673.1_cds_XP_017602870.1_31184	241	115	268	263	206	142
lcl|NC_030673.1_cds_XP_017605548.1_31185	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603058.1_31187	191	101	195	259	156	115
lcl|NC_030673.1_cds_XP_017603079.1_31190	135	104	153	164	181	112
lcl|NC_030673.1_cds_XP_017603154.1_31191	133	64	111	107	148	74
lcl|NC_030673.1_cds_XP_017607672.1_31193	145	84	83	68	59	43
lcl|NC_030673.1_cds_XP_017606025.1_31194	1	1	1	0	0	0
lcl|NC_030673.1_cds_XP_017605865.1_31195	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605975.1_31196	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604228.1_31197	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603638.1_31198	31	17	18	15	48	48
lcl|NC_030673.1_cds_XP_017604229.1_31199	8	6	14	13	6	7
lcl|NC_030673.1_cds_XP_017605150.1_31200	72	47	53	78	116	93
lcl|NC_030673.1_cds_XP_017606001.1_31201	0	0	1	0	0	0
lcl|NC_030673.1_cds_XP_017606468.1_31202	1534	901	1350	1577	2212	1601
lcl|NC_030673.1_cds_XP_017606467.1_31206	262	155	285	347	269	133
lcl|NC_030673.1_cds_XP_017606277.1_31207	1041	700	383	889	782	254
lcl|NC_030673.1_cds_XP_017606276.1_31208	614	318	421	536	728	483
lcl|NC_030673.1_cds_XP_017605452.1_31209	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603273.1_31210	31	28	25	56	35	30
lcl|NC_030673.1_cds_XP_017603464.1_31212	117	59	47	59	34	35
lcl|NC_030673.1_cds_XP_017604018.1_31214	1	0	3	0	0	0
lcl|NC_030673.1_cds_XP_017606663.1_31215	1426	802	1580	1570	1411	1335
lcl|NC_030673.1_cds_XP_017603439.1_31216	37	41	37	58	42	36
lcl|NC_030673.1_cds_XP_017607546.1_31217	79	52	161	160	173	132
lcl|NC_030673.1_cds_XP_017606722.1_31218	7244	4847	4001	3961	3470	2495
lcl|NC_030673.1_cds_XP_017603042.1_31219	61	28	28	19	153	68
lcl|NC_030673.1_cds_XP_017605739.1_31221	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017602784.1_31222	6	2	15	13	3	2
lcl|NC_030673.1_cds_XP_017605573.1_31223	0	1	0	0	13	0
lcl|NC_030673.1_cds_XP_017607148.1_31224	709	424	440	432	455	367
lcl|NC_030673.1_cds_XP_017605197.1_31225	20	9	26	24	28	8
lcl|NC_030673.1_cds_XP_017602980.1_31226	128	80	126	123	171	109
lcl|NC_030673.1_cds_XP_017605242.1_31227	59	23	14	98	213	126
lcl|NC_030673.1_cds_XP_017604230.1_31228	2	0	0	1	0	0
lcl|NC_030673.1_cds_XP_017604231.1_31229	1	0	0	1	0	0
lcl|NC_030673.1_cds_XP_017606081.1_31230	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603144.1_31233	108	65	142	176	172	126
lcl|NC_030673.1_cds_XP_017650160.1_31234	161	91	121	129	201	137
lcl|NC_030673.1_cds_XP_017603574.1_31238	27	38	31	35	36	38
lcl|NC_030673.1_cds_XP_017603312.1_31240	261	160	139	136	378	300
lcl|NC_030673.1_cds_XP_017605259.1_31242	211	102	92	121	194	127
lcl|NC_030673.1_cds_XP_017607190.1_31245	21	10	19	18	27	11
lcl|NC_030673.1_cds_XP_017607188.1_31246	41	25	42	25	59	28
lcl|NC_030673.1_cds_XP_017604232.1_31247	24	9	17	33	22	27
lcl|NC_030673.1_cds_XP_017607566.1_31248	452	299	2229	3219	2007	1291
lcl|NC_030673.1_cds_XP_017603347.1_31249	2	3	17	14	10	5
lcl|NC_030673.1_cds_XP_017603345.1_31250	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017607022.1_31252	143	81	168	174	18	12
lcl|NC_030673.1_cds_XP_017607023.1_31253	522	312	448	360	610	372
lcl|NC_030673.1_cds_XP_017603747.1_31254	30	15	55	70	40	44
lcl|NC_030673.1_cds_XP_017606312.1_31255	228	177	226	171	185	137
lcl|NC_030673.1_cds_XP_017606313.1_31256	288	187	186	115	212	134
lcl|NC_030673.1_cds_XP_017606315.1_31258	28	8	13	5	11	1
lcl|NC_030673.1_cds_XP_017606316.1_31259	4407	2372	4142	2396	3592	2296
lcl|NC_030673.1_cds_XP_017604065.1_31260	16	24	13	7	24	10
lcl|NC_030673.1_cds_XP_017605660.1_31261	24	2	40	31	24	15
lcl|NC_030673.1_cds_XP_017605012.1_31262	4	4	0	2	2	1
lcl|NC_030673.1_cds_XP_017605737.1_31263	7	9	5	7	5	1
lcl|NC_030673.1_cds_XP_017602793.1_31264	154	70	97	82	52	34
lcl|NC_030673.1_cds_XP_017605393.1_31265	171	96	228	293	164	114
lcl|NC_030673.1_cds_XP_017603727.1_31266	14	13	23	12	42	31
lcl|NC_030673.1_cds_XP_017606036.1_31269	0	0	1	0	0	0
lcl|NC_030673.1_cds_XP_017605159.1_31270	4	6	3	1	0	1
lcl|NC_030673.1_cds_XP_017605289.1_31271	24	8	11	12	1	2
lcl|NC_030673.1_cds_XP_017605238.1_31272	95	45	42	48	37	33
lcl|NC_030673.1_cds_XP_017603383.1_31273	97	75	127	129	125	124
lcl|NC_030673.1_cds_XP_017602843.1_31274	304	174	129	105	198	141
lcl|NC_030673.1_cds_XP_017603632.1_31275	89	52	72	70	43	17
lcl|NC_030673.1_cds_XP_017605038.1_31276	2	2	0	0	4	1
lcl|NC_030673.1_cds_XP_017605036.1_31277	6	1	8	7	11	4
lcl|NC_030673.1_cds_XP_017650097.1_31278	153	78	119	150	207	130
lcl|NC_030673.1_cds_XP_017604234.1_31280	3	4	1	3	1	0
lcl|NC_030673.1_cds_XP_017606488.1_31281	71	64	109	69	77	47
lcl|NC_030673.1_cds_XP_017606489.1_31282	82	68	115	70	71	40
lcl|NC_030673.1_cds_XP_017606490.1_31283	402	216	271	281	159	143
lcl|NC_030673.1_cds_XP_017605933.1_31284	0	0	0	2	0	0
lcl|NC_030673.1_cds_XP_017603668.1_31285	25	23	33	23	25	8
lcl|NC_030673.1_cds_XP_017603758.1_31287	92	74	109	161	132	93
lcl|NC_030673.1_cds_XP_017605228.1_31288	23	12	42	43	33	17
lcl|NC_030673.1_cds_XP_017603475.1_31289	122	45	93	107	93	68
lcl|NC_030673.1_cds_XP_017606840.1_31290	56	23	33	29	41	39
lcl|NC_030673.1_cds_XP_017606845.1_31293	13	6	12	8	16	3
lcl|NC_030673.1_cds_XP_017606843.1_31294	152	95	227	261	284	176
lcl|NC_030673.1_cds_XP_017603551.1_31295	29	14	41	33	37	34
lcl|NC_030673.1_cds_XP_017604235.1_31296	1	3	1	0	0	2
lcl|NC_030673.1_cds_XP_017605690.1_31297	0	2	0	2	8	4
lcl|NC_030673.1_cds_XP_017603884.1_31298	11	3	0	5	0	0
lcl|NC_030673.1_cds_XP_017605575.1_31299	46	15	36	85	75	59
lcl|NC_030673.1_cds_XP_017604236.1_31300	2	1	7	8	2	0
lcl|NC_030673.1_cds_XP_017606052.1_31301	175	115	141	111	123	101
lcl|NC_030673.1_cds_XP_017606055.1_31303	32	10	19	16	1	2
lcl|NC_030673.1_cds_XP_017606054.1_31304	239	156	234	325	228	176
lcl|NC_030673.1_cds_XP_017605752.1_31305	3	3	3	3	4	1
lcl|NC_030673.1_cds_XP_017603935.1_31306	506	310	425	396	168	121
lcl|NC_030673.1_cds_XP_017603299.1_31307	17	10	20	17	16	14
lcl|NC_030673.1_cds_XP_017605875.1_31308	23	18	40	24	29	18
lcl|NC_030673.1_cds_XP_017603511.1_31309	9	6	13	8	13	8
lcl|NC_030673.1_cds_XP_017603512.1_31310	12	1	4	10	7	8
lcl|NC_030673.1_cds_XP_017603513.1_31311	10	3	10	12	8	6
lcl|NC_030673.1_cds_XP_017605938.1_31312	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605412.1_31313	36	20	20	26	17	14
lcl|NC_030673.1_cds_XP_017603844.1_31314	22	7	17	18	22	18
lcl|NC_030673.1_cds_XP_017607398.1_31315	533	374	292	264	414	270
lcl|NC_030673.1_cds_XP_017603627.1_31316	81	49	90	93	83	44
lcl|NC_030673.1_cds_XP_017606961.1_31317	119	110	79	81	50	32
lcl|NC_030673.1_cds_XP_017604071.1_31318	51	23	11	11	0	1
lcl|NC_030673.1_cds_XP_017605633.1_31319	7	5	6	5	7	1
lcl|NC_030673.1_cds_XP_017603983.1_31320	106	81	106	104	92	36
lcl|NC_030673.1_cds_XP_017603849.1_31321	113	62	5	28	33	13
lcl|NC_030673.1_cds_XP_017604020.1_31322	4	3	2	3	2	1
lcl|NC_030673.1_cds_XP_017604021.1_31323	8	14	5	4	2	2
lcl|NC_030673.1_cds_XP_017604238.1_31324	0	0	4	16	2	5
lcl|NC_030673.1_cds_XP_017605597.1_31325	19	11	256	302	14	13
lcl|NC_030673.1_cds_XP_017602879.1_31326	915	540	809	934	733	563
lcl|NC_030673.1_cds_XP_017606748.1_31328	275	141	300	227	225	177
lcl|NC_030673.1_cds_XP_017604240.1_31331	2	0	0	1	4	2
lcl|NC_030673.1_cds_XP_017603233.1_31332	81	43	73	59	88	76
lcl|NC_030673.1_cds_XP_017605684.1_31333	30	21	15	10	3	2
lcl|NC_030673.1_cds_XP_017604241.1_31334	2	7	22	20	13	4
lcl|NC_030673.1_cds_XP_017650088.1_31335	215	117	352	470	361	276
lcl|NC_030673.1_cds_XP_017606365.1_31336	45	31	39	37	20	32
lcl|NC_030673.1_cds_XP_017606366.1_31337	257	146	173	129	352	194
lcl|NC_030673.1_cds_XP_017604242.1_31338	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604969.1_31339	1259	839	979	1355	978	618
lcl|NC_030673.1_cds_XP_017604970.1_31340	470	306	101	67	190	161
lcl|NC_030673.1_cds_XP_017604972.1_31341	36	26	67	62	54	47
lcl|NC_030673.1_cds_XP_017604973.1_31342	127	85	110	155	141	69
lcl|NC_030673.1_cds_XP_017604974.1_31343	632	380	467	713	531	415
lcl|NC_030673.1_cds_XP_017604980.1_31349	93	52	78	68	78	32
lcl|NC_030673.1_cds_XP_017604243.1_31350	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603123.1_31351	29	12	44	42	38	33
lcl|NC_030673.1_cds_XP_017603124.1_31352	29	24	38	48	31	37
lcl|NC_030673.1_cds_XP_017606152.1_31353	14	1	8	9	10	6
lcl|NC_030673.1_cds_XP_017605806.1_31354	0	0	1	2	1	1
lcl|NC_030673.1_cds_XP_017650180.1_31356	89	75	101	85	63	56
lcl|NC_030673.1_cds_XP_017603953.1_31357	102	53	75	97	58	35
lcl|NC_030673.1_cds_XP_017606255.1_31358	470	299	511	488	449	341
lcl|NC_030673.1_cds_XP_017606256.1_31359	131	105	182	155	101	53
lcl|NC_030673.1_cds_XP_017606016.1_31360	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605453.1_31361	5	2	9	7	7	2
lcl|NC_030673.1_cds_XP_017607305.1_31362	34	17	26	30	46	20
lcl|NC_030673.1_cds_XP_017607304.1_31363	168	132	204	201	136	90
lcl|NC_030673.1_cds_XP_017650026.1_31364	134	59	95	84	131	71
lcl|NC_030673.1_cds_XP_017604244.1_31365	0	0	0	0	2	0
lcl|NC_030673.1_cds_XP_017604245.1_31366	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603046.1_31367	146	92	118	154	88	79
lcl|NC_030673.1_cds_XP_017606386.1_31369	168	92	190	178	225	112
lcl|NC_030673.1_cds_XP_017606385.1_31370	435	278	321	302	395	317
lcl|NC_030673.1_cds_XP_017605458.1_31371	0	0	1	0	0	0
lcl|NC_030673.1_cds_XP_017603998.1_31372	158	62	93	109	98	62
lcl|NC_030673.1_cds_XP_017603398.1_31373	22	18	67	81	21	13
lcl|NC_030673.1_cds_XP_017603399.1_31374	30	19	73	77	24	9
lcl|NC_030673.1_cds_XP_017606761.1_31376	94	61	119	125	123	114
lcl|NC_030673.1_cds_XP_017605902.1_31377	3	1	0	0	6	0
lcl|NC_030673.1_cds_XP_017605398.1_31378	14	12	7	10	3	1
lcl|NC_030673.1_cds_XP_017604006.1_31379	72	41	36	42	57	55
lcl|NC_030673.1_cds_XP_017603675.1_31380	91	36	132	116	83	53
lcl|NC_030673.1_cds_XP_017603544.1_31381	43	33	37	61	43	19
lcl|NC_030673.1_cds_XP_017607437.1_31383	232	141	169	172	124	81
lcl|NC_030673.1_cds_XP_017605256.1_31384	419	221	370	419	868	504
lcl|NC_030673.1_cds_XP_017605254.1_31385	0	0	0	0	2	1
lcl|NC_030673.1_cds_XP_017603850.1_31386	1	0	1	1	3	0
lcl|NC_030673.1_cds_XP_017606480.1_31387	253	153	295	265	176	133
lcl|NC_030673.1_cds_XP_017606481.1_31388	55	35	53	57	23	15
lcl|NC_030673.1_cds_XP_017606818.1_31393	935	582	970	1376	1143	800
lcl|NC_030673.1_cds_XP_017605689.1_31394	6	3	17	18	5	3
lcl|NC_030673.1_cds_XP_017606708.1_31395	332	239	277	318	136	141
lcl|NC_030673.1_cds_XP_017607354.1_31396	126	106	108	105	112	88
lcl|NC_030673.1_cds_XP_017604247.1_31397	2	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603268.1_31398	0	1	16	13	27	17
lcl|NC_030673.1_cds_XP_017603593.1_31399	101	69	400	567	201	163
lcl|NC_030673.1_cds_XP_017606008.1_31400	694	462	607	630	502	417
lcl|NC_030673.1_cds_XP_017606010.1_31402	220	132	191	261	169	180
lcl|NC_030673.1_cds_XP_017650077.1_31403	41	17	24	32	47	21
lcl|NC_030673.1_cds_XP_017650080.1_31406	30	15	33	23	26	22
lcl|NC_030673.1_cds_XP_017650081.1_31407	42	33	28	44	43	24
lcl|NC_030673.1_cds_XP_017603771.1_31408	38	30	32	46	37	31
lcl|NC_030673.1_cds_XP_017605654.1_31409	1	1	0	0	2	0
lcl|NC_030673.1_cds_XP_017604248.1_31410	1	0	0	0	1	1
lcl|NC_030673.1_cds_XP_017607542.1_31411	540	369	451	439	257	182
lcl|NC_030673.1_cds_XP_017603065.1_31412	164	131	173	290	153	96
lcl|NC_030673.1_cds_XP_017607407.1_31413	105	83	110	91	87	67
lcl|NC_030673.1_cds_XP_017602892.1_31415	148	114	179	162	166	68
lcl|NC_030673.1_cds_XP_017606511.1_31416	94	48	125	101	122	75
lcl|NC_030673.1_cds_XP_017606515.1_31420	203	107	236	295	195	152
lcl|NC_030673.1_cds_XP_017605233.1_31421	14	5	3	7	1	2
lcl|NC_030673.1_cds_XP_017605646.1_31422	0	0	0	0	0	1
lcl|NC_030673.1_cds_XP_017605276.1_31424	7	3	9	3	3	1
lcl|NC_030673.1_cds_XP_017606654.1_31427	4	2	3	6	5	0
lcl|NC_030673.1_cds_XP_017606652.1_31428	62	32	92	45	140	98
lcl|NC_030673.1_cds_XP_017606650.1_31430	77	44	54	59	87	68
lcl|NC_030673.1_cds_XP_017604249.1_31431	0	0	4	11	0	0
lcl|NC_030673.1_cds_XP_017604250.1_31432	0	0	1	0	0	0
lcl|NC_030673.1_cds_XP_017603201.1_31433	62	37	75	75	56	43
lcl|NC_030673.1_cds_XP_017605411.1_31434	4	7	3	5	3	0
lcl|NC_030673.1_cds_XP_017607094.1_31435	58	43	52	47	24	24
lcl|NC_030673.1_cds_XP_017605266.1_31436	7	3	0	2	1	1
lcl|NC_030673.1_cds_XP_017604252.1_31437	90	48	66	44	40	51
lcl|NC_030673.1_cds_XP_017607302.1_31438	2395	1382	2103	1962	2085	1510
lcl|NC_030673.1_cds_XP_017607355.1_31439	304	245	284	163	221	128
lcl|NC_030673.1_cds_XP_017606812.1_31440	809	656	721	643	682	482
lcl|NC_030673.1_cds_XP_017604253.1_31443	0	2	1	7	0	1
lcl|NC_030673.1_cds_XP_017605635.1_31444	0	2	0	1	0	1
lcl|NC_030673.1_cds_XP_017604254.1_31445	35	19	18	23	3	3
lcl|NC_030673.1_cds_XP_017605406.1_31446	37	25	27	34	4	2
lcl|NC_030673.1_cds_XP_017604256.1_31449	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603225.1_31450	119	56	101	93	154	132
lcl|NC_030673.1_cds_XP_017650176.1_31453	52	52	90	71	45	21
lcl|NC_030673.1_cds_XP_017603135.1_31454	121	96	65	88	45	41
lcl|NC_030673.1_cds_XP_017604257.1_31455	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605365.1_31456	0	0	0	0	1	0
lcl|NC_030673.1_cds_XP_017605680.1_31457	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604258.1_31458	3	1	1	2	0	0
lcl|NC_030673.1_cds_XP_017606958.1_31460	2	2	7	2	6	2
lcl|NC_030673.1_cds_XP_017606955.1_31461	3	2	4	2	2	2
lcl|NC_030673.1_cds_XP_017603784.1_31463	35	22	31	35	36	23
lcl|NC_030673.1_cds_XP_017603010.1_31465	99	44	57	68	41	34
lcl|NC_030673.1_cds_XP_017606940.1_31467	13	5	5	4	8	8
lcl|NC_030673.1_cds_XP_017606939.1_31468	1	0	1	0	1	0
lcl|NC_030673.1_cds_XP_017606938.1_31469	17	21	16	10	14	9
lcl|NC_030673.1_cds_XP_017606937.1_31470	13	6	9	9	9	6
lcl|NC_030673.1_cds_XP_017604958.1_31471	441	266	456	269	556	505
lcl|NC_030673.1_cds_XP_017604961.1_31473	302	193	198	205	350	276
lcl|NC_030673.1_cds_XP_017604962.1_31474	609	432	400	419	279	171
lcl|NC_030673.1_cds_XP_017604963.1_31475	176	93	155	218	197	133
lcl|NC_030673.1_cds_XP_017606168.1_31476	287	163	351	230	236	237
lcl|NC_030673.1_cds_XP_017603401.1_31477	3	3	6	3	3	2
lcl|NC_030673.1_cds_XP_017603403.1_31479	7	2	9	6	4	4
lcl|NC_030673.1_cds_XP_017605001.1_31480	66	78	73	61	62	30
lcl|NC_030673.1_cds_XP_017603909.1_31481	27	20	37	56	54	46
lcl|NC_030673.1_cds_XP_017606752.1_31482	659	449	496	443	552	412
lcl|NC_030673.1_cds_XP_017607370.1_31484	782	589	582	581	490	333
lcl|NC_030673.1_cds_XP_017606269.1_31485	129	85	91	132	108	81
lcl|NC_030673.1_cds_XP_017606265.1_31486	289	179	312	280	357	270
lcl|NC_030673.1_cds_XP_017602808.1_31489	112	70	85	60	99	47
lcl|NC_030673.1_cds_XP_017607710.1_31493	486	300	274	345	290	177
lcl|NC_030673.1_cds_XP_017604259.1_31495	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605191.1_31497	7	6	3	0	0	0
lcl|NC_030673.1_cds_XP_017604262.1_31498	0	1	15	19	1	6
lcl|NC_030673.1_cds_XP_017603637.1_31499	96	59	101	102	92	79
lcl|NC_030673.1_cds_XP_017605457.1_31500	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604089.1_31501	216	120	86	86	139	123
lcl|NC_030673.1_cds_XP_017605845.1_31502	0	3	0	0	0	0
lcl|NC_030673.1_cds_XP_017605253.1_31503	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605385.1_31505	4	1	12	12	11	12
lcl|NC_030673.1_cds_XP_017604070.1_31506	2	2	0	0	2	1
lcl|NC_030673.1_cds_XP_017604263.1_31507	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604264.1_31508	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605821.1_31509	2	2	1	6	5	2
lcl|NC_030673.1_cds_XP_017607529.1_31510	488	370	431	476	467	325
lcl|NC_030673.1_cds_XP_017607021.1_31511	131	71	60	54	108	99
lcl|NC_030673.1_cds_XP_017606575.1_31512	449	287	396	669	354	285
lcl|NC_030673.1_cds_XP_017606576.1_31513	3	4	1	0	1	0
lcl|NC_030673.1_cds_XP_017606577.1_31514	2	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604265.1_31515	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604266.1_31516	247	205	299	211	207	175
lcl|NC_030673.1_cds_XP_017606491.1_31517	0	0	1	0	1	1
lcl|NC_030673.1_cds_XP_017606493.1_31518	1563	955	1011	979	1588	984
lcl|NC_030673.1_cds_XP_017604267.1_31523	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017602805.1_31524	398	186	393	271	387	278
lcl|NC_030673.1_cds_XP_017602763.1_31525	353	224	239	262	360	248
lcl|NC_030673.1_cds_XP_017604982.1_31528	6033	3346	4904	5650	8773	5908
